Credit Transaction ID,Type,Payment Status,Transaction ID,Credit Amount,Label Amount,Currency,Service,Carrier,Created Date
C-779456806,purchase,completed,T-779456806,0.02,4.91,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:34
C-779456807,purchase,completed,T-779456807,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:34
C-779456812,purchase,completed,T-779456812,0.02,4.91,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:35
C-779456810,purchase,completed,T-779456810,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:35
C-779456814,purchase,completed,T-779456814,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:35
C-779456811,purchase,completed,T-779456811,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:35
C-779456817,purchase,completed,T-779456817,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:35
C-779456819,purchase,completed,T-779456819,0.03,5.16,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:35
C-779456820,purchase,completed,T-779456820,0.1,9.66,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:36
C-779456822,purchase,completed,T-779456822,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:36
C-779456824,purchase,completed,T-779456824,0.07,7.02,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:36
C-779456827,purchase,completed,T-779456827,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:36
C-779456828,purchase,completed,T-779456828,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:36
C-779456832,purchase,completed,T-779456832,0.05,9.74,USD,USPS_PTP_GAC,USPS,November 06 2025 15:14:37
C-779456833,purchase,completed,T-779456833,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:37
C-779456837,purchase,completed,T-779456837,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:37
C-779456840,purchase,completed,T-779456840,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:37
C-779456859,purchase,completed,T-779456859,0.08,7.77,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:38
C-779456857,purchase,completed,T-779456857,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:38
C-779456874,purchase,completed,T-779456874,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:38
C-779456852,purchase,completed,T-779456852,0.03,5.32,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:38
C-779456878,purchase,completed,T-779456878,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:38
C-779456877,purchase,completed,T-779456877,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:38
C-779456928,purchase,completed,T-779456928,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:39
C-779456941,purchase,completed,T-779456941,0.03,5.16,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:39
C-779456957,purchase,completed,T-779456957,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:40
C-779456960,purchase,completed,T-779456960,0.03,5.41,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:40
C-779456955,purchase,completed,T-779456955,0.06,6.28,USD,UPS_PTP_GND,UPS,November 06 2025 15:14:40
C-779456956,purchase,completed,T-779456956,0.07,7.02,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:40
C-779456965,purchase,completed,T-779456965,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:40
C-779456976,purchase,completed,T-779456976,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:41
C-779457027,purchase,completed,T-779457027,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 06 2025 15:14:42
C-779457028,purchase,completed,T-779457028,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:42
C-779457043,purchase,completed,T-779457043,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:42
C-779457051,purchase,completed,T-779457051,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:43
C-779457058,purchase,completed,T-779457058,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:43
C-779457069,purchase,completed,T-779457069,0.07,6.54,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:43
C-779457101,purchase,completed,T-779457101,0.07,7.02,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:14:44
C-779457109,purchase,completed,T-779457109,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:14:44
C-779456808,purchase,completed,T-779456808,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 06 2025 15:15:35
C-779456923,purchase,completed,T-779456923,0.1,9.66,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:15:39
C-779459280,purchase,completed,T-779459280,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:34
C-779459289,purchase,completed,T-779459289,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:34
C-779459292,purchase,completed,T-779459292,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:34
C-779459296,purchase,completed,T-779459296,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:34
C-779459288,purchase,completed,T-779459288,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:34
C-779459313,purchase,completed,T-779459313,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:34
C-779459302,purchase,completed,T-779459302,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:34
C-779459318,purchase,completed,T-779459318,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:35
C-779459315,purchase,completed,T-779459315,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:35
C-779459319,purchase,completed,T-779459319,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:35
C-779459312,purchase,completed,T-779459312,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 06 2025 15:16:35
C-779459320,purchase,completed,T-779459320,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 06 2025 15:16:35
C-780680618,purchase,completed,T-780680618,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 10:15:00
C-780980272,purchase,completed,T-780980272,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:12
C-780980270,purchase,completed,T-780980270,0.04,7.07,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:12
C-780980273,purchase,completed,T-780980273,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:12
C-780980275,purchase,completed,T-780980275,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:12
C-780980276,purchase,completed,T-780980276,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:12
C-780980280,purchase,completed,T-780980280,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:12
C-780980282,purchase,completed,T-780980282,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 07 2025 14:44:13
C-780980283,purchase,completed,T-780980283,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:13
C-780980286,purchase,completed,T-780980286,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:13
C-780980281,purchase,completed,T-780980281,0.06,11.71,USD,USPS_PTP_GAH,USPS,November 07 2025 14:44:13
C-780980284,purchase,completed,T-780980284,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:13
C-780980289,purchase,completed,T-780980289,0.03,5.55,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:13
C-780980288,purchase,completed,T-780980288,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:13
C-780980291,purchase,completed,T-780980291,0.06,12.13,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 07 2025 14:44:13
C-780980290,purchase,completed,T-780980290,0.07,6.54,USD,UPS_PTP_GROUNDSAVER,UPS,November 07 2025 14:44:14
C-780980294,purchase,completed,T-780980294,0.07,7.02,USD,UPS_PTP_GROUNDSAVER,UPS,November 07 2025 14:44:14
C-780980295,purchase,completed,T-780980295,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:14
C-780980296,purchase,completed,T-780980296,0.03,5.16,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:15
C-780980299,purchase,completed,T-780980299,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:15
C-780980300,purchase,completed,T-780980300,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:15
C-780980301,purchase,completed,T-780980301,0.04,7.49,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 07 2025 14:44:15
C-780980303,purchase,completed,T-780980303,0.03,5.26,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:15
C-780980302,purchase,completed,T-780980302,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:15
C-780980304,purchase,completed,T-780980304,0.03,5.41,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:15
C-780980306,purchase,completed,T-780980306,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:15
C-780980308,purchase,completed,T-780980308,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:16
C-780980305,purchase,completed,T-780980305,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:16
C-780980310,purchase,completed,T-780980310,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:16
C-780980313,purchase,completed,T-780980313,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 07 2025 14:44:16
C-780980311,purchase,completed,T-780980311,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:16
C-780980347,purchase,completed,T-780980347,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:18
C-780980373,purchase,completed,T-780980373,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:18
C-780980359,purchase,completed,T-780980359,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:19
C-780980388,purchase,completed,T-780980388,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 07 2025 14:44:19
C-780980397,purchase,completed,T-780980397,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 07 2025 14:44:20
C-782127489,purchase,completed,T-782127489,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 08 2025 09:51:40
C-782127487,purchase,completed,T-782127487,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 08 2025 09:51:40
C-782127492,purchase,completed,T-782127492,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 08 2025 09:51:40
C-782127501,purchase,completed,T-782127501,0.06,5.69,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 09:51:41
C-782127512,purchase,completed,T-782127512,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 08 2025 09:51:43
C-782347345,purchase,completed,T-782347345,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 08 2025 13:54:39
C-782347346,purchase,completed,T-782347346,0.03,5.41,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:39
C-782347347,purchase,completed,T-782347347,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:39
C-782347348,purchase,completed,T-782347348,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:39
C-782347350,purchase,completed,T-782347350,0.07,6.78,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:39
C-782347351,purchase,completed,T-782347351,0.04,7.7,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:39
C-782347355,purchase,completed,T-782347355,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:40
C-782347356,purchase,completed,T-782347356,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:40
C-782347354,purchase,completed,T-782347354,0.06,6.44,USD,UPS_PTP_GND,UPS,November 08 2025 13:54:40
C-782347353,purchase,completed,T-782347353,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:40
C-782347357,purchase,completed,T-782347357,0.04,7.71,USD,USPS_PTP_GAC,USPS,November 08 2025 13:54:40
C-782347362,purchase,completed,T-782347362,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:40
C-782347352,purchase,completed,T-782347352,0.03,5.71,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:40
C-782347373,purchase,completed,T-782347373,0.07,6.54,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:40
C-782347401,purchase,completed,T-782347401,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:40
C-782347439,purchase,completed,T-782347439,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:42
C-782347442,purchase,completed,T-782347442,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 08 2025 13:54:42
C-782347453,purchase,completed,T-782347453,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:42
C-782347460,purchase,completed,T-782347460,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 08 2025 13:54:42
C-782347462,purchase,completed,T-782347462,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 08 2025 13:54:42
C-782347463,purchase,completed,T-782347463,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:42
C-782347468,purchase,completed,T-782347468,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:42
C-782347469,purchase,completed,T-782347469,0.04,7.7,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:42
C-782347481,purchase,completed,T-782347481,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:43
C-782347487,purchase,completed,T-782347487,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:43
C-782347499,purchase,completed,T-782347499,0.07,7.02,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:43
C-782347504,purchase,completed,T-782347504,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:44
C-782347511,purchase,completed,T-782347511,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:44
C-782347513,purchase,completed,T-782347513,0.02,4.88,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:44
C-782347518,purchase,completed,T-782347518,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:45
C-782347517,purchase,completed,T-782347517,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 08 2025 13:54:45
C-782347520,purchase,completed,T-782347520,0.03,6.15,USD,USPS_PTP_GAC,USPS,November 08 2025 13:54:45
C-782347522,purchase,completed,T-782347522,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 08 2025 13:54:46
C-782347530,purchase,completed,T-782347530,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:47
C-782347534,purchase,completed,T-782347534,0.09,9.24,USD,UPS_PTP_GROUNDSAVER,UPS,November 08 2025 13:54:48
C-782347349,purchase,completed,T-782347349,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 08 2025 13:55:39
credit_edd6f293-8425-4469-8b42-fc4c954b99a9,redemption,completed,credit_edd6f293-8425-4469-8b42-fc4c954b99a9,11.09,,USD,,,November 10 2025 06:09:33
C-785089826,purchase,completed,T-785089826,0.03,6.6,USD,USPS_PTP_GAL,USPS,November 10 2025 18:37:04
C-785089832,purchase,completed,T-785089832,0.04,7.7,USD,USPS_PTP_GAL,USPS,November 10 2025 18:37:04
C-785089850,purchase,completed,T-785089850,0.03,6.37,USD,USPS_PTP_GAL,USPS,November 10 2025 18:37:05
C-785089858,purchase,completed,T-785089858,0.06,6.1,USD,UPS_PTP_GND,UPS,November 10 2025 18:37:05
C-785089861,purchase,completed,T-785089861,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 10 2025 18:37:06
C-785089870,purchase,completed,T-785089870,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 10 2025 18:37:06
C-785089871,purchase,completed,T-785089871,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:06
C-785089868,purchase,completed,T-785089868,0.04,8.55,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 10 2025 18:37:06
C-785089873,purchase,completed,T-785089873,0.03,6.99,USD,USPS_PTP_GAL,USPS,November 10 2025 18:37:06
C-785089874,purchase,completed,T-785089874,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:06
C-785089878,purchase,completed,T-785089878,0.07,6.54,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:07
C-785089888,purchase,completed,T-785089888,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:07
C-785089889,purchase,completed,T-785089889,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:07
C-785089887,purchase,completed,T-785089887,0.04,7.07,USD,USPS_PTP_GAL,USPS,November 10 2025 18:37:08
C-785089895,purchase,completed,T-785089895,0.03,6.45,USD,USPS_PTP_GAC,USPS,November 10 2025 18:37:08
C-785089890,purchase,completed,T-785089890,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:08
C-785089897,purchase,completed,T-785089897,0.04,7.92,USD,USPS_PTP_GAC,USPS,November 10 2025 18:37:08
C-785089891,purchase,completed,T-785089891,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 10 2025 18:37:08
C-785089894,purchase,completed,T-785089894,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:08
C-785089898,purchase,completed,T-785089898,0.06,6.1,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:08
C-785089902,purchase,completed,T-785089902,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:08
C-785089909,purchase,completed,T-785089909,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:08
C-785089908,purchase,completed,T-785089908,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:09
C-785089929,purchase,completed,T-785089929,0.04,7.49,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 10 2025 18:37:09
C-785089914,purchase,completed,T-785089914,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:09
C-785089907,purchase,completed,T-785089907,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 10 2025 18:37:09
C-785089935,purchase,completed,T-785089935,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:09
C-785089926,purchase,completed,T-785089926,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:09
C-785089930,purchase,completed,T-785089930,0.06,6.24,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:09
C-785089940,purchase,completed,T-785089940,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:10
C-785089947,purchase,completed,T-785089947,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:10
C-785089955,purchase,completed,T-785089955,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:10
C-785089953,purchase,completed,T-785089953,0.06,5.84,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:10
C-785089958,purchase,completed,T-785089958,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 10 2025 18:37:10
C-785089957,purchase,completed,T-785089957,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:10
C-785089965,purchase,completed,T-785089965,0.08,7.99,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:11
C-785089966,purchase,completed,T-785089966,0.1,9.66,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:11
C-785089976,purchase,completed,T-785089976,0.06,6.32,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:11
C-785089978,purchase,completed,T-785089978,0.1,9.66,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:11
C-785089967,purchase,completed,T-785089967,0.03,6.37,USD,USPS_PTP_GAL,USPS,November 10 2025 18:37:11
C-785089968,purchase,completed,T-785089968,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:12
C-785090025,purchase,completed,T-785090025,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:12
C-785090107,purchase,completed,T-785090107,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:12
C-785090102,purchase,completed,T-785090102,0.07,6.68,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:12
C-785090045,purchase,completed,T-785090045,0.07,6.57,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:12
C-785090101,purchase,completed,T-785090101,0.06,6.33,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:12
C-785090146,purchase,completed,T-785090146,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 10 2025 18:37:14
C-785090153,purchase,completed,T-785090153,0.06,6.1,USD,UPS_PTP_GND,UPS,November 10 2025 18:37:14
C-786319955,purchase,completed,T-786319955,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 11 2025 07:09:39
C-786319962,purchase,completed,T-786319962,0.07,7.21,USD,UPS_PTP_GROUNDSAVER,UPS,November 11 2025 07:09:40
C-786991165,purchase,completed,T-786991165,0.03,6.45,USD,USPS_PTP_GAC,USPS,November 11 2025 17:06:00
C-786991180,purchase,completed,T-786991180,0.08,7.99,USD,UPS_PTP_GROUNDSAVER,UPS,November 11 2025 17:06:02
C-786991186,purchase,completed,T-786991186,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 11 2025 17:06:02
C-786991191,purchase,completed,T-786991191,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 11 2025 17:06:02
C-786991194,purchase,completed,T-786991194,0.03,5.15,USD,USPS_PTP_GAL,USPS,November 11 2025 17:06:03
C-786991210,purchase,completed,T-786991210,0.04,7.7,USD,USPS_PTP_GAL,USPS,November 11 2025 17:06:03
C-786991168,purchase,completed,T-786991168,0.03,5.32,USD,USPS_PTP_GAL,USPS,November 11 2025 17:06:03
C-786991174,purchase,completed,T-786991174,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 11 2025 17:06:03
C-786991223,purchase,completed,T-786991223,0.07,6.82,USD,UPS_PTP_GROUNDSAVER,UPS,November 11 2025 17:06:03
C-786991233,purchase,completed,T-786991233,0.03,6.45,USD,USPS_PTP_GAC,USPS,November 11 2025 17:06:04
C-786991229,purchase,completed,T-786991229,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 11 2025 17:06:04
C-786991237,purchase,completed,T-786991237,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 11 2025 17:06:04
C-786991254,purchase,completed,T-786991254,0.06,6.14,USD,UPS_PTP_GND,UPS,November 11 2025 17:06:04
C-786991249,purchase,completed,T-786991249,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 11 2025 17:06:04
C-786991266,purchase,completed,T-786991266,0.03,5.09,USD,USPS_PTP_GAL,USPS,November 11 2025 17:06:05
C-786991271,purchase,completed,T-786991271,0.06,11.42,USD,USPS_PTP_GAC,USPS,November 11 2025 17:06:05
C-786991272,purchase,completed,T-786991272,0.03,6.99,USD,USPS_PTP_GAL,USPS,November 11 2025 17:06:06
C-786991282,purchase,completed,T-786991282,0.06,6.1,USD,UPS_PTP_GND,UPS,November 11 2025 17:06:06
C-786991283,purchase,completed,T-786991283,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 11 2025 17:06:07
C-786991287,purchase,completed,T-786991287,0.09,9.17,USD,UPS_PTP_GND,UPS,November 11 2025 17:06:07
C-786991306,purchase,completed,T-786991306,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 11 2025 17:06:07
C-786991362,purchase,completed,T-786991362,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 11 2025 17:06:08
C-786991212,purchase,completed,T-786991212,0.04,8.55,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 11 2025 17:07:02
C-786991169,purchase,completed,T-786991169,0.03,6.99,USD,USPS_PTP_GAL,USPS,November 11 2025 17:07:03
C-786991246,purchase,completed,T-786991246,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 11 2025 17:07:04
C-788176213,purchase,completed,T-788176213,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 12 2025 09:55:52
C-788472868,purchase,completed,T-788472868,0.11,11.27,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:18
C-788472871,purchase,completed,T-788472871,0.07,6.97,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:18
C-788472872,purchase,completed,T-788472872,0.06,6.33,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:18
C-788472897,purchase,completed,T-788472897,0.07,7.13,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:18
C-788472919,purchase,completed,T-788472919,0.04,7.23,USD,USPS_PTP_GAL,USPS,November 12 2025 14:07:19
C-788472944,purchase,completed,T-788472944,0.04,7.41,USD,USPS_PTP_GAL,USPS,November 12 2025 14:07:19
C-788472960,purchase,completed,T-788472960,0.03,6.37,USD,USPS_PTP_GAL,USPS,November 12 2025 14:07:20
C-788472970,purchase,completed,T-788472970,0.03,5.24,USD,USPS_PTP_GAL,USPS,November 12 2025 14:07:20
C-788472965,purchase,completed,T-788472965,0.04,8.81,USD,FEDEX_PTP_SMARTPOST,FEDEX,November 12 2025 14:07:20
C-788472964,purchase,completed,T-788472964,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:20
C-788472971,purchase,completed,T-788472971,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:20
C-788472982,purchase,completed,T-788472982,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 12 2025 14:07:21
C-788473013,purchase,completed,T-788473013,0.02,4.99,USD,USPS_PTP_GAL,USPS,November 12 2025 14:07:21
C-788473020,purchase,completed,T-788473020,0.03,5.37,USD,USPS_PTP_GAL,USPS,November 12 2025 14:07:21
C-788473031,purchase,completed,T-788473031,0.06,6.14,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:21
C-788473050,purchase,completed,T-788473050,0.08,8.44,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:21
C-788473073,purchase,completed,T-788473073,0.04,7.92,USD,USPS_PTP_GAC,USPS,November 12 2025 14:07:22
C-788473074,purchase,completed,T-788473074,0.07,7.4,USD,UPS_PTP_GROUNDSAVER,UPS,November 12 2025 14:07:22
